,name,link,price,area,valueperm2,Quartos,Suítes,Garagens,Condomínio R$,Cidade,IPTU R$,Total de Andar do Empreendimento,Área Total,Nome do Edifício,Área Terreno,Aceita Permuta,Posição do Sol,Posição do Imóvel,Andar do Apartamento,Unidades no Andar,Aceita Financiamento
1559,QRSW 6 Bloco B 3,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-6-bloco-b-3-271401,2.300,"62,00",37,2,,,454,BRASÍLIA - SUDOESTE,,,,,,,,,,,
1560,QRSW 8 Bloco A 10,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-8-bloco-a-10-493219,2.200,"62,00",35,2,,,570,BRASÍLIA - SUDOESTE,198,3 Andares,"62,00 m²",,,,,,1° Andar,,
1561,SEPS 713/913,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-seps-713-913-104537,1.300,"28,00",46,1,,1,285,BRASÍLIA - ASA SUL,119,,"60,00 m²",,,,,,,,
1562,SQS 307 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-307-bloco-i-283634,3.900,"104,00",37,3,1,1,950,BRASÍLIA - ASA SUL,2.190,,,,,,,,,,
1563,QRSW 5 COMERCIO LOCAL 1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qrsw-5-comercio-local-1-573049,900,"30,00",30,1,,,350,BRASÍLIA - SUDOESTE,104,,"30,00 m²",,,,,,,,
1564,SQN 107 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-107-bloco-d-593124,5.143,"120,00",42,2,1,1,1.005,BRASÍLIA - ASA NORTE,1.966,,"120,00 m²",,,,,Frente,2° Andar,,
1565,CRS 515 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-crs-515-bloco-b-497130,1.400,"36,00",38,1,,,185,BRASÍLIA - ASA SUL,,,"36,00 m²",,,,,,,,
1566,SQN 111 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-norte-brasilia-df-sqn-111-bloco-g-521831,6.700,"144,00",46,4,2,2,1.210,BRASÍLIA - ASA NORTE,,,,,,,,,,,
1567,SQSW 104 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-104-bloco-a-538296,3.500,"89,00",39,3,1,1,1.097,BRASÍLIA - SUDOESTE,,,,,,,,,,,
1568,SGAN 914,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-914-268748,1.200,"35,00",34,1,,,339,BRASÍLIA - ASA NORTE,,,"44,00 m²",,,,,,,,
1569,SQS 102,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-102-244293,5.200,"170,00",30,3,2,1,1.600,BRASÍLIA - ASA SUL,3.394,,,,,,,,,,
1570,SHCGN 707 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-shcgn-707-bloco-i-514878,2.200,"47,00",46,2,,,500,BRASÍLIA - ASA NORTE,,,,,,,,,,,
1571,CA 02,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-591444,1.200,"37,00",32,1,1,,360,BRASÍLIA - LAGO NORTE,,,,,,,,,,,
1572,EQN 410/411 Bloco A,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-eqn-410-411-bloco-a-600390,950,"22,00",43,1,,1,300,BRASÍLIA - ASA NORTE,,,"30,00 m²",,,,,,,,
1573,QC 15,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-jardins-mangueiral-brasilia-df-qc-15-584341,1.400,"50,00",28,2,,1,196,BRASÍLIA - JARDINS MANGUEIRAL,,,,,,,,,,,
1574,SCLRN 704,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-704-549416,1.200,"33,00",36,1,1,,462,BRASÍLIA - ASA NORTE,,,,,,,,,,,Sim
1575,SQS 412 Bloco M,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-412-bloco-m-555884,1.800,"75,00",24,2,1,,330,BRASÍLIA - ASA SUL,,,,,,,,,,,
1576,CCSW 1 Lote 4 Bloco A   - ED. PORTAL MASTER,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-lote-4-bloco-a-348006,3.000,"26,00",115,1,1,,410,BRASÍLIA - SUDOESTE,,,,ED. PORTAL MASTER,,,,,,,
1577,SGCV,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-park-sul-brasilia-df-sgcv-277839,1.100,"24,00",45,1,,1,218,BRASÍLIA - PARK SUL,40,,,,,,,,,,
1578,CLNW 10/11 Lote E,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-clnw-10-11-lote-e-95964,1.700,"43,00",39,1,1,1,350,BRASÍLIA - NOROESTE,,,,,,,,,,,
1579,SCRN 716,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-716-573597,2.400,"40,00",60,1,,,398,BRASÍLIA - ASA NORTE,,,,,,,,,,,
1580,SHCGN 703 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-shcgn-703-bloco-g-495060,2.100,"54,00",38,2,,,646,BRASÍLIA - ASA NORTE,1.078,,,,,,,,,,
1581,SQS 206 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-206-bloco-i-521348,4.300,"100,00",43,3,1,,1.056,BRASÍLIA - ASA SUL,2.107,,"100,00 m²",,,,,,,,
1582,SQSW 301 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-301-bloco-a-586525,4.200,"110,00",38,3,1,1,804,BRASÍLIA - SUDOESTE,134,6 Andares,,,,,,,,,
1583,CLSW 301 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-clsw-301-bloco-c-547352,1.300,"30,00",43,1,,,401,BRASÍLIA - SUDOESTE,943,,"30,00 m²",,,,Nascente,Frente,1° Andar,,
1584,CRS 502 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-crs-502-bloco-b-133516,1.200,"31,00",38,1,,,310,BRASÍLIA - ASA SUL,52,,"31,00 m²",,,,,,,,
1585,QMSW 6 Lote 4,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-6-lote-4-496602,1.450,"24,00",60,1,1,1,320,BRASÍLIA - SUDOESTE,56,,,,,,,,,,
1586,CA 09,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-09-600431,2.000,"84,00",23,1,1,1,994,BRASÍLIA - LAGO NORTE,198,,"84,00 m²",,,,,,,,
1587,CA 09,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-09-587073,1.500,"75,00",20,1,1,1,994,BRASÍLIA - LAGO NORTE,1.192,4 Andares,"75,00 m²",,,,,,,,
1588,Condomínio Ilhas do Lago   - Ilhas do Lago,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-condominio-ilhas-do-lago-458468,11.500,"136,00",84,3,2,3,2.600,BRASÍLIA - ASA NORTE,4.000,,,Ilhas do Lago,,,,,4° Andar,,
1589,QRSW 8 Bloco B 6,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-8-bloco-b-6-560843,2.500,"87,00",28,2,,,500,BRASÍLIA - SUDOESTE,197,,,,,,,,,,
1590,SGCV Lote 13 Vista Park Sul   - Vista Park Sul Hplus Long Stay,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-park-sul-brasilia-df-sgcv-lote-13-574559,3.500,"52,00",67,2,2,1,850,BRASÍLIA - PARK SUL,,,,Vista Park Sul Hplus Long Stay,,,,,,,
1591,SQS 413,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-413-587940,3.600,"62,00",58,3,1,,330,BRASÍLIA - ASA SUL,1.960,,"89,00 m²",,,,,,,,
1592,SQS 315 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-315-bloco-e-576139,5.500,"104,00",52,3,,1,1.150,BRASÍLIA - ASA SUL,2.363,,,,,,,,,,
1593,"SHTN LAKE SIDE: Setor de Hotéis e Turismo Norte Trecho 1, Lote 2",https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-522689,4.200,"0,53",7.924,1,,1,,BRASÍLIA - ASA NORTE,,,"0,53 m²",,,,Nascente,,3° Andar,,
1594,SCLRN 714,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-714-574075,1.400,"35,00",40,1,,,250,BRASÍLIA - ASA NORTE,,,,,,,Poente,Lateral,4° Andar,,
1595,SGCV Lote 11,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-park-sul-brasilia-df-sgcv-lote-11-108930,1.900,"26,00",73,1,1,1,303,BRASÍLIA - PARK SUL,45,,"26,00 m²",,,,,,,,
1596,SQS 211 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-211-bloco-d-338174,10.000,"170,00",58,4,2,1,1.400,BRASÍLIA - ASA SUL,,,,,,,,,,,
1597,SHTN Trecho 2 Lote 3,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-shtn-trecho-2-lote-3-597572,5.000,"60,00",83,2,1,,,BRASÍLIA - ASA NORTE,,,,,,,,,,,
1598,SCLRN 709 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sclrn-709-bloco-d-283756,2.200,"84,00",26,2,,,,BRASÍLIA - ASA NORTE,479,1 Andar,,,,,,Frente,1° Andar,,
1599,SGCV,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-park-sul-brasilia-df-sgcv-20864,7.700,"120,00",64,2,2,2,1.701,BRASÍLIA - PARK SUL,2.179,,,,,,,,,,
1600,SCLRN 710,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-710-258389,650,"30,00",21,1,,,240,BRASÍLIA - ASA NORTE,,,,,,,,,,,
1601,QMSW 5 Lote 4 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-4-bloco-b-590089,1.190,"24,00",49,1,,,218,BRASÍLIA - SUDOESTE,,,,,,,,,,,
1602,SQNW 311 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-311-bloco-d-131663,2.100,"34,00",61,1,,1,460,BRASÍLIA - NOROESTE,1.526,,"89,00 m²",,,,,,,,
1603,CLN 311 Bloco D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-311-bloco-d-12746,1.300,"29,00",44,1,,,293,BRASÍLIA - ASA NORTE,1.965,,"41,00 m²",,"41,00 m²",,,,,,
1604,SQNW 310 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-noroeste-brasilia-df-sqnw-310-bloco-h-601241,7.100,"144,00",49,4,1,3,1.400,BRASÍLIA - NOROESTE,,,"144,00 m²",,,,,,,,
1605,SQS 402 BLOCO M 2º Andar - Reformado,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-402-bloco-m-91550,3.800,"104,00",36,3,1,,650,BRASÍLIA - ASA SUL,180,3 Andares,"170,00 m²",,,,Nascente,Vazado,2° Andar,,
1606,CLN 302 Bloco D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-302-bloco-d-581297,920,"30,00",30,1,1,,,BRASÍLIA - ASA NORTE,,,"30,00 m²",,,,,,,,
1607,SQN 416 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-416-bloco-j-108583,2.850,"61,00",46,2,1,,623,BRASÍLIA - ASA NORTE,190,,"61,00 m²",,,,,,,,
1608,CA 02,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-527329,1.250,"33,00",37,1,1,1,420,BRASÍLIA - LAGO NORTE,750,6 Andares,"33,00 m²",,,,Perpendicular,Frente,3° Andar,,
1609,SQN 314 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-314-bloco-a-528979,2.500,"48,00",52,2,,2,426,BRASÍLIA - ASA NORTE,218,6 Andares,,,,,,,,,
1610,AOS 01 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-octogonal-brasilia-df-aos-01-bloco-f-316956,2.500,"65,00",38,2,,1,876,BRASÍLIA - OCTOGONAL,,,"118,24 m²",,,,,,,,
1611,SQN 116 SQN 116,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-116-167295,3.200,"60,00",53,2,,1,553,BRASÍLIA - ASA NORTE,102,,"60,00 m²",,,,Nascente,Frente,,,
1612,SCRN 716,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-716-573598,2.900,"60,00",48,1,,,577,BRASÍLIA - ASA NORTE,,,,,,,,,,,
1613,QMSW 4 Lote 9,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-4-lote-9-159784,1.250,"36,00",34,1,,1,407,BRASÍLIA - SUDOESTE,847,,,,,,,,,,
1614,SQNW 310 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-310-bloco-c-581618,2.200,"40,00",55,1,,1,592,BRASÍLIA - NOROESTE,,,,,,,,,,,
1615,CCSW 1   - ED. PORTAL MASTER,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-432466,3.100,"26,00",119,1,1,1,410,BRASÍLIA - SUDOESTE,,,,ED. PORTAL MASTER,,,,,,,
1616,CLN 216 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-216-bloco-d-564125,1.050,"36,00",29,1,,,270,BRASÍLIA - ASA NORTE,,,"40,00 m²",,,,,,,,
1617,SQN 214 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-214-bloco-j-575151,4.500,"110,00",40,3,1,2,1.000,BRASÍLIA - ASA NORTE,,,"110,00 m²",,,,,,,,
1618,CLN 306,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-306-504376,750,"30,00",25,1,,,256,BRASÍLIA - ASA NORTE,,,"56,00 m²",,,,,,,,
1619,SGCV   - Park  Studio,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-park-sul-brasilia-df-sgcv-411632,900,"27,00",33,1,,1,318,BRASÍLIA - PARK SUL,,,"32,00 m²",Park  Studio,,,Nascente,Frente,4° Andar,,
1620,SQNW 109 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-noroeste-brasilia-df-sqnw-109-bloco-e-598697,10.900,"148,00",73,4,2,4,1.648,BRASÍLIA - NOROESTE,4.220,,,,,,,,,,
1621,CA 08,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-08-600510,1.400,"33,00",42,1,,1,306,BRASÍLIA - LAGO NORTE,648,,,,,,,,,,
1622,SHTN,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-shtn-573997,9.200,"98,00",93,2,1,1,1.980,BRASÍLIA - ASA NORTE,,,,,,,Nascente,Frente,,,
1623,CLN 313 Bloco D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-313-bloco-d-574714,775,"35,00",22,1,1,,252,BRASÍLIA - ASA NORTE,194,2 Andares,,,,,Perpendicular,Meio,2° Andar,,
1624,SQN 309 Bloco K,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-309-bloco-k-554105,3.500,"80,00",43,2,1,1,,BRASÍLIA - ASA NORTE,254,,,,,,,,3° Andar,,
1625,SQNW 310 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-310-bloco-c-579612,1.790,"35,00",51,1,,1,460,BRASÍLIA - NOROESTE,225,,,,,,,,,,
1626,CLN 210 Bloco A,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-210-bloco-a-38866,1.300,"28,00",46,1,,,285,BRASÍLIA - ASA NORTE,56,,"28,00 m²",,,,,,,,
1627,CLN 316 Bloco B ASA NORTE  - NATHALIA CENTER,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-316-bloco-b-249392,850,"28,00",30,1,,,259,BRASÍLIA - ASA NORTE,106,2 Andares,"30,00 m²",NATHALIA CENTER,,,Poente,Frente,2° Andar,16,
1628,EQRSW 2/3,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-eqrsw-2-3-603776,1.300,"29,00",44,1,,1,,BRASÍLIA - SUDOESTE,,,,,,,,,,,
1629,CLN 306,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-306-286149,750,"27,00",27,1,,,256,BRASÍLIA - ASA NORTE,,,"27,00 m²",,,,,,,,
1630,SQS 413,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-413-71608,3.400,"86,00",39,3,,,636,BRASÍLIA - ASA SUL,,3 Andares,"86,00 m²",,,,,,,,
1631,SQNW 104,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-104-494363,29.900,"324,00",92,3,3,5,2.410,BRASÍLIA - NOROESTE,,7 Andares,"588,00 m²",,,,,,,,
1632,SCRN 710/711,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-710-711-601069,1.100,"39,00",28,1,,,340,BRASÍLIA - ASA NORTE,,,"39,00 m²",,,,,,,,
1633,QC 11,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-jardins-mangueiral-brasilia-df-qc-11-596497,1.700,"48,00",35,2,,1,0,BRASÍLIA - JARDINS MANGUEIRAL,0,,"48,00 m²",,,,,,,,
1634,SQS 112,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-112-568837,14.500,"226,00",64,4,2,2,,BRASÍLIA - ASA SUL,,,,,,,,,,,
1635,SQNW 107,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-107-506349,8.300,"215,00",38,3,1,3,2.260,BRASÍLIA - NOROESTE,,,"215,00 m²",,,,,,,,
1636,SQS 207 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-207-bloco-f-457976,5.800,"167,00",34,3,1,1,,BRASÍLIA - ASA SUL,,6 Andares,"167,00 m²",,,,,,4° Andar,,
1637,CA 10,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-10-182679,2.000,"48,00",41,1,1,1,582,BRASÍLIA - LAGO NORTE,793,,,,,,,,,,
1638,CLN 215 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-215-bloco-a-523749,800,"30,00",26,1,,,150,BRASÍLIA - ASA NORTE,,,"30,00 m²",,,,,,,,
1639,SQN 309 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-309-bloco-b-593319,3.300,"69,00",47,2,,,638,BRASÍLIA - ASA NORTE,1.559,,"69,00 m²",,,,,,,,
1640,CCSW 5 Lote 4 Bloco D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-5-lote-4-bloco-d-447708,750,"28,54",26,1,,,313,BRASÍLIA - SUDOESTE,,,"34,43 m²",,,,,,,,
1641,SQS 210 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-210-bloco-d-482474,6.500,"190,00",34,3,1,1,1.285,BRASÍLIA - ASA SUL,3.255,,"190,00 m²",,,,,,,,
1642,SQS 314 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-314-bloco-g-114696,4.700,"160,00",29,3,1,,1.340,BRASÍLIA - ASA SUL,3.273,,,,,,,,,,
1643,SCLRN 713 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-713-bloco-f-117877,800,"28,00",28,1,,,200,BRASÍLIA - ASA NORTE,48,2 Andares,,,,,,,,,
1644,SCRN 702/703 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-702-703-bloco-e-529657,1.400,"11,00",127,1,,,,BRASÍLIA - ASA NORTE,812,,"45,00 m²",,,,,,,,
1645,SQNW 307 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-307-bloco-c-268203,2.000,"34,00",58,1,,1,400,BRASÍLIA - NOROESTE,99,,"34,00 m²",,,,,,,,
1646,SQSW 101 Bloco C   - Portinari,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-101-bloco-c-453283,15.000,"378,80",39,4,4,4,4.000,BRASÍLIA - SUDOESTE,,6 Andares,"620,00 m²",Portinari,,,Nascente,Frente,4° Andar,1,
1647,SHTN Trecho 2 Lote 3,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-trecho-2-lote-3-562257,2.250,"30,00",75,1,1,2,522,BRASÍLIA - ASA NORTE,75,4 Andares,,,,,Perpendicular,Lateral,1° Andar,,
1648,CCSW 5,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-5-498256,1.500,"25,00",60,1,1,1,315,BRASÍLIA - SUDOESTE,326,,"25,00 m²",,,,,,,,
1649,CLN 214 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-214-bloco-d-519938,1.200,"36,00",33,1,,,405,BRASÍLIA - ASA NORTE,326,,,,,,,,,,
1650,SGAN 911 Módulo G,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-911-modulo-g-565448,1.200,"28,00",42,1,,1,325,BRASÍLIA - ASA NORTE,159,,,,,,,,,,
1651,CA 02,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-569478,1.260,"31,25",40,1,,,489,BRASÍLIA - LAGO NORTE,850,,,,,,,,,,
1652,QRSW 7 Bloco B 6 Ed. Ilhas Gregas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-7-bloco-b-6-562180,2.100,"65,00",32,2,,,570,BRASÍLIA - SUDOESTE,,3 Andares,,,,,,,1° Andar,,
1653,SCES Trecho 1   - Brisas do Lago,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sces-trecho-1-305047,2.500,"48,90",51,1,1,1,1.000,BRASÍLIA - ASA SUL,,3 Andares,,Brisas do Lago,,,Poente,Frente,2° Andar,,
1654,CCSW 1 Lote 4 Bloco A,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-lote-4-bloco-a-598418,1.300,"25,00",52,1,1,1,433,BRASÍLIA - SUDOESTE,126,,"25,00 m²",,,,,,,,
1655,SGAN 915,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sgan-915-603737,1.650,"30,00",55,1,1,1,370,BRASÍLIA - ASA NORTE,149,,"30,00 m²",,,,,,,,
1656,QMSW 5 Lote 8,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-8-160802,1.100,"30,00",36,1,1,,250,BRASÍLIA - SUDOESTE,70,3 Andares,,,,,,,,,
1657,SGCV Lote 13   - Vista Park Sul Hplus Long Stay,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-park-sul-brasilia-df-sgcv-lote-13-593727,1.800,"28,00",64,1,,,615,BRASÍLIA - PARK SUL,,,,Vista Park Sul Hplus Long Stay,,,,,,,
1658,SGAN 912 Módulo D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-modulo-d-575434,800,"25,00",32,1,,2,393,BRASÍLIA - ASA NORTE,718,,,,,,,,,,
1659,CLSW 300B Bloco 3,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-clsw-300b-bloco-3-594828,1.500,"27,00",55,1,,1,,BRASÍLIA - SUDOESTE,,,,,,,,,,,
1660,SQS 415 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-415-bloco-e-596676,2.900,"98,00",29,3,1,,450,BRASÍLIA - ASA SUL,244,3 Andares,"124,77 m²",,,,Perpendicular,Lateral,1° Andar,2,
1661,SQN 402 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-402-bloco-a-601588,2.500,"52,00",48,2,,,1.000,BRASÍLIA - ASA NORTE,1.175,3 Andares,,,,,Nascente,Frente,1° Andar,12,
1662,SQNW 103 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-103-bloco-b-575960,4.500,"76,00",59,2,1,2,750,BRASÍLIA - NOROESTE,,,"76,00 m²",,,,,,,,
1663,CLNW 10/11,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-clnw-10-11-578497,1.650,"37,00",44,1,,1,423,BRASÍLIA - NOROESTE,,,,,,,,,,,
