,name,link,price,area,valueperm2,Quartos,Suítes,Garagens,Condomínio R$,Cidade,IPTU R$,Total de Andar do Empreendimento,Área Total,Nome do Edifício,Área Terreno,Aceita Permuta,Posição do Sol,Posição do Imóvel,Andar do Apartamento,Unidades no Andar,Aceita Financiamento
1664,Condomínio Jardim Botânico VI,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-jardim-botanico-brasilia-df-condominio-jardim-botanico-vi-60797,1.000,"16,00",62,1,,,100,BRASÍLIA - JARDIM BOTANICO,,,"20,00 m²",,,,,,,,
1665,SQN 107 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-107-bloco-d-540011,5.600,"119,00",47,3,1,,1.056,BRASÍLIA - ASA NORTE,163,,,,,,,,,,
1666,CCSW 1   - ED. PORTAL MASTER,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-429066,3.400,"26,00",130,1,1,1,410,BRASÍLIA - SUDOESTE,,,,ED. PORTAL MASTER,,,,,,,
1667,SQSW 300,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-300-248246,13.000,"252,00",51,4,4,3,2.575,BRASÍLIA - SUDOESTE,,6 Andares,"393,00 m²",,,,,,,,
1668,SQNW 111,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-111-205310,6.300,"127,00",49,3,1,2,1.155,BRASÍLIA - NOROESTE,3.358,6 Andares,,,,,,,,,
1669,SGAN 912,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-576072,920,"27,00",34,1,,,324,BRASÍLIA - ASA NORTE,68,,,,,,,,,,
1670,CLN 305 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-305-bloco-b-394674,900,"29,00",31,1,,,,BRASÍLIA - ASA NORTE,1.364,,,,,,,,,,
1671,CCSW 2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-ccsw-2-586455,2.550,"67,00",38,2,1,1,620,BRASÍLIA - SUDOESTE,2.289,,"122,00 m²",,,,,,,,
1672,Condomínio Solar da Serra,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-jardim-botanico-brasilia-df-condominio-solar-da-serra-319862,1.400,"45,00",31,1,,,,BRASÍLIA - JARDIM BOTANICO,,,"45,00 m²",,,,,,,,
1673,SHTN,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-shtn-270009,3.200,"33,00",96,1,,1,,BRASÍLIA - ASA NORTE,,,,,,,,,,,
1674,SIG Quadra 8,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sig-brasilia-df-sig-quadra-8-179451,1.300,"52,00",25,2,,,193,BRASÍLIA - SIG,1.073,4 Andares,,,,,,,2° Andar,4,
1675,SMAS Trecho 1 C,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-park-sul-brasilia-df-smas-trecho-1-c-465688,5.800,"98,00",59,3,,2,928,BRASÍLIA - PARK SUL,,,"98,00 m²",,,,,,,,
1676,SQS 107 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-107-bloco-g-591363,2.750,"80,00",34,2,,,,BRASÍLIA - ASA SUL,303,,,,,,,,6° Andar,,
1677,CLN 110 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-110-bloco-b-293730,800,"25,00",32,1,,,263,BRASÍLIA - ASA NORTE,100,2 Andares,"25,00 m²",,,,,Lateral,1° Andar,,
1678,QC 5 Rua I,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-jardins-mangueiral-brasilia-df-qc-5-rua-i-603376,1.500,"50,00",30,2,,1,348,BRASÍLIA - JARDINS MANGUEIRAL,,3 Andares,"50,00 m²",,,,,,,,
1679,SQN 211 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-211-bloco-f-590191,6.150,"202,00",30,3,2,2,,BRASÍLIA - ASA NORTE,198,,,,,,,,,,
1680,SQN 304 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-304-bloco-h-566505,6.500,"146,00",44,3,1,2,982,BRASÍLIA - ASA NORTE,2.345,6 Andares,"200,94 m²",,,,Nascente,Meio,4° Andar,,
1681,QMSW 5 Lote 8 Ed. Boulevard Antares II,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-8-594868,2.300,"62,00",37,1,,2,517,BRASÍLIA - SUDOESTE,152,,,,,,,,1° Andar,,
1682,SQNW 111 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-111-bloco-i-591718,6.750,"183,00",36,3,3,4,2.035,BRASÍLIA - NOROESTE,4.732,,"183,00 m²",,,,,,,,
1683,SGCV Lote 25   - Ilhas Mauricio,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-park-sul-brasilia-df-sgcv-lote-25-322938,5.800,"96,00",60,2,1,2,1.181,BRASÍLIA - PARK SUL,,,,Ilhas Mauricio,,,,,10° Andar,,
1684,CRS 504 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-crs-504-bloco-c-252333,1.000,"30,00",33,1,,,,BRASÍLIA - ASA SUL,165,3 Andares,,,,,,,,,
1685,CCSW 4 Lote 4 Bloco D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-4-lote-4-bloco-d-480375,1.100,"30,00",36,1,1,1,361,BRASÍLIA - SUDOESTE,,,"53,43 m²",,,,,,1° Andar,,
1686,CCSW 3   - ED. SILCO VARANDAS,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-ccsw-3-330173,2.700,"55,00",49,2,,1,551,BRASÍLIA - SUDOESTE,,,,ED. SILCO VARANDAS,,,,,,,
1687,SGAN 912 Módulo D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-modulo-d-101978,900,"25,00",36,1,,1,331,BRASÍLIA - ASA NORTE,887,,,,,,,,,,
1688,SQS 315,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-315-558110,3.200,"107,00",29,3,,1,1.100,BRASÍLIA - ASA SUL,2.401,,,,,,,,,,
1689,SQS 411 Bloco O,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-411-bloco-o-600922,2.000,"56,70",35,2,,,520,BRASÍLIA - ASA SUL,152,2 Andares,"56,70 m²",,,,,,2° Andar,,
1690,SHN Quadra 1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shn-quadra-1-598632,4.500,"50,00",90,1,1,1,,BRASÍLIA - ASA NORTE,,,"50,00 m²",,,,,,,,
1691,CLN 212 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-212-bloco-c-172636,990,"37,00",26,1,,,335,BRASÍLIA - ASA NORTE,124,,"37,00 m²",,,,,,,,
1692,SQN 309 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-309-bloco-a-222649,3.300,"74,00",44,2,1,1,670,BRASÍLIA - ASA NORTE,,,"113,00 m²",,,,,,,,
1693,SQNW 310 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-310-bloco-b-588390,6.210,"106,60",58,3,1,2,1.046,BRASÍLIA - NOROESTE,234,6 Andares,,,,,,,3° Andar,,
1694,CLN 408 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-408-bloco-b-243825,800,"31,00",25,1,,,236,BRASÍLIA - ASA NORTE,1.635,,,,,,,,,,
1695,SQN 309 Bloco O Asa norte   - Tom Jobim,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-309-bloco-o-311696,5.700,"109,00",52,3,2,1,1.200,BRASÍLIA - ASA NORTE,,6 Andares,"120,00 m²",Tom Jobim,,,Poente,Frente,4° Andar,,
1696,CA 05,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-307046,1.900,"35,00",54,1,,1,414,BRASÍLIA - LAGO NORTE,820,,,,,,,,,,
1697,CLNW 10/11 Lote F   - Corum,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-clnw-10-11-lote-f-334339,1.596,"35,48",45,1,,1,467,BRASÍLIA - NOROESTE,167,2 Andares,,Corum,,,Poente,Lateral,1° Andar,26,
1698,CA 09,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-09-269126,2.600,"64,00",40,2,1,1,707,BRASÍLIA - LAGO NORTE,250,,"264,00 m²",,,,,,,,
1699,SQN 107 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-107-bloco-d-581363,5.200,"115,00",45,3,1,1,1.263,BRASÍLIA - ASA NORTE,2.298,,"115,00 m²",,,,,,,,
1700,CCSW 1 Lote 4 Bloco A   - ED. PORTAL MASTER,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-lote-4-bloco-a-337908,3.100,"26,00",119,1,1,1,409,BRASÍLIA - SUDOESTE,,,,ED. PORTAL MASTER,,,,,,,
1701,SQNW 309 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-309-bloco-i-591544,5.800,"100,00",58,3,1,1,940,BRASÍLIA - NOROESTE,206,,"100,00 m²",,,,,,,,
1702,CRNW 510 Bloco A Lote 2,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-crnw-510-bloco-a-lote-2-524559,2.390,"40,00",59,1,,1,351,BRASÍLIA - NOROESTE,110,3 Andares,"41,00 m²",,,,,,,,
1703,CA 09,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-09-600434,1.500,"75,00",20,1,1,1,994,BRASÍLIA - LAGO NORTE,198,,"75,00 m²",,,,,,,,
1704,SMAS Trecho 3 Lote 2,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-park-sul-brasilia-df-smas-trecho-3-lote-2-587411,2.200,"42,00",52,1,1,1,527,BRASÍLIA - PARK SUL,171,6 Andares,"76,87 m²",,,,,,2° Andar,,
1705,QMSW 5 Lote 4 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-4-bloco-b-541662,1.200,"25,00",48,1,,,220,BRASÍLIA - SUDOESTE,,,,,,,,,,,
1706,SCLRN 714 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-714-bloco-h-541064,1.150,"40,00",28,1,,,,BRASÍLIA - ASA NORTE,,,"45,00 m²",,,,,,,,
1707,SQS 314 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-314-bloco-c-579418,11.000,"347,00",31,4,2,2,1.945,BRASÍLIA - ASA SUL,886,6 Andares,"347,00 m²",,,,,,,,
1708,SQNW 102 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-102-bloco-h-584224,17.000,"160,00",106,3,3,3,2.187,BRASÍLIA - NOROESTE,,,"160,00 m²",,,,,,2° Andar,,
1709,SQS 312 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-312-bloco-b-574196,6.500,"175,00",37,3,1,1,1.590,BRASÍLIA - ASA SUL,,,"175,00 m²",,,,,,,,
1710,CLN 106 Bloco B Excelente kitnet na Asa Norte,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-106-bloco-b-522447,1.000,"40,00",25,1,,,390,BRASÍLIA - ASA NORTE,297,,,,,,,,,,
1711,SGAN 912 Módulo D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-modulo-d-590915,1.100,"28,00",39,1,,1,354,BRASÍLIA - ASA NORTE,,,"28,00 m²",,,,,,,,
1712,CA 05 Conj. D Solarium Center,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-573891,1.000,"28,00",35,1,,,,BRASÍLIA - LAGO NORTE,108,,,,,,,,2° Andar,,
1713,SQN 312 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-312-bloco-d-226884,2.300,"75,00",30,2,,,500,BRASÍLIA - ASA NORTE,197,6 Andares,"80,00 m²",,,,Nascente,Frente,1° Andar,8,
1714,SQS 316 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-316-bloco-g-530996,5.500,"158,00",34,3,2,1,,BRASÍLIA - ASA SUL,,,,,,,,,,,
1715,SQS 403 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-403-bloco-a-598194,3.900,"85,00",45,3,1,,730,BRASÍLIA - ASA SUL,110,3 Andares,,,,,Perpendicular,Frente,2° Andar,2,
1716,CRS 504 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-crs-504-bloco-c-327155,600,"18,00",33,1,,,,BRASÍLIA - ASA SUL,,,"18,00 m²",,,,,,,,
1717,SQS 305 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-305-bloco-d-550121,5.500,"162,00",33,3,1,,1.000,BRASÍLIA - ASA SUL,,,"162,00 m²",,,,,,,,
1718,SQS 103 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-103-bloco-h-584200,3.200,"75,00",42,2,1,,744,BRASÍLIA - ASA SUL,1.844,,"75,00 m²",,,,,,,,
1719,QC 6,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-jardins-mangueiral-brasilia-df-qc-6-589222,1.700,"48,00",35,2,,1,,BRASÍLIA - JARDINS MANGUEIRAL,,3 Andares,"55,00 m²",,,,,,,,
1720,SQN 209 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-norte-brasilia-df-sqn-209-bloco-b-504910,12.500,"281,00",44,4,4,4,2.800,BRASÍLIA - ASA NORTE,4.000,6 Andares,"438,00 m²",,,,Nascente,Vazado,4° Andar,2,
1721,SHTN Trecho 2,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-trecho-2-485257,4.200,"48,00",87,1,,1,695,BRASÍLIA - ASA NORTE,120,4 Andares,,,,,Nascente,Lateral,3° Andar,,
1722,SGCV Lote 11   - Park Studios,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-park-sul-brasilia-df-sgcv-lote-11-597306,1.350,"36,00",37,1,,,360,BRASÍLIA - PARK SUL,,,,Park Studios,,,,,4° Andar,,
1723,SHN Quadra 1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shn-quadra-1-481278,2.400,"24,00",100,1,,,,BRASÍLIA - ASA NORTE,,,"24,00 m²",,,,,,,,
1724,CLN 316 Bloco D   - ED GOLD CENTER,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-316-bloco-d-388691,1.000,"40,00",25,1,,,399,BRASÍLIA - ASA NORTE,166,2 Andares,"40,00 m²",ED GOLD CENTER,,,,,2° Andar,,
1725,SCES Trecho 4,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sces-trecho-4-586221,5.430,"48,00",113,1,1,1,900,BRASÍLIA - ASA SUL,170,,,,,,,,,,
1726,CA 08,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-08-596854,2.000,"59,00",33,2,,1,531,BRASÍLIA - LAGO NORTE,241,,,,,,,,2° Andar,,
1727,SQS 313 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-313-bloco-i-592001,4.400,"119,00",36,3,1,1,1.039,BRASÍLIA - ASA SUL,207,,"119,00 m²",,,,,,,,
1728,SQS 204 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-204-bloco-a-239802,3.699,"120,00",30,3,1,1,1.010,BRASÍLIA - ASA SUL,225,,"120,00 m²",,,,,,,,
1729,CLN 312 Bloco E,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-312-bloco-e-86641,1.000,"28,00",35,1,,,,BRASÍLIA - ASA NORTE,,2 Andares,,,,,,,,,
1730,SQS 306 Bloco K,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-306-bloco-k-485270,3.650,"125,00",29,3,1,,1.253,BRASÍLIA - ASA SUL,2.347,6 Andares,"132,00 m²",,,,,,3° Andar,2,
1731,SQN 316 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-316-bloco-c-600784,4.500,"130,00",34,3,1,1,900,BRASÍLIA - ASA NORTE,,,,,,,,,,,
1732,SQNW 106 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-106-bloco-g-560659,4.200,"81,00",51,2,1,2,846,BRASÍLIA - NOROESTE,409,,"81,00 m²",,,,,,,,
1733,QMSW 6 Lote 2 Bloco A,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-6-lote-2-bloco-a-588283,2.500,"27,00",92,1,,1,317,BRASÍLIA - SUDOESTE,800,,"27,00 m²",,,,,,2° Andar,,
1734,SGAN 912,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-512420,900,"25,00",36,1,,1,393,BRASÍLIA - ASA NORTE,,,"66,41 m²",,,,,,,,
1735,SGCV,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-park-sul-brasilia-df-sgcv-576296,1.550,"33,00",46,1,1,1,575,BRASÍLIA - PARK SUL,870,,,,,,,,,,
1736,CLN 407,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-407-596329,1.300,"43,00",30,1,,,223,BRASÍLIA - ASA NORTE,673,,"43,00 m²",,,,,,,,
1737,SHIN QI 1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-shin-qi-1-325617,1.300,"40,00",32,1,,1,409,BRASÍLIA - LAGO NORTE,148,,"40,00 m²",,,,,,,,
1738,CCSW 3 Lote 4,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-3-lote-4-188850,1.300,"35,00",37,1,,1,482,BRASÍLIA - SUDOESTE,,,,,,,,,,,
1739,SQS 409 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-409-bloco-d-590682,2.600,"54,70",47,2,1,,350,BRASÍLIA - ASA SUL,192,3 Andares,,,,,,,1° Andar,,
1740,SQS 405 Bloco U,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sqs-405-bloco-u-495930,1.100,"25,00",44,1,1,,400,BRASÍLIA - ASA SUL,812,3 Andares,"38,00 m²",,,,,,1° Andar,6,
1741,CA 02,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-393891,1.200,"27,00",44,1,,1,341,BRASÍLIA - LAGO NORTE,196,,"27,00 m²",,,,,,,,
1742,SQN 303 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sqn-303-bloco-h-463020,3.600,"75,00",48,1,1,1,1.152,BRASÍLIA - ASA NORTE,1.699,,"75,00 m²",,,,,,,,
1743,QMSW 5,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-529423,1.350,"30,00",45,1,,1,,BRASÍLIA - SUDOESTE,,,,,,,,,,,
1744,CLSW 300A,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-clsw-300a-46708,1.400,"55,00",25,1,1,1,430,BRASÍLIA - SUDOESTE,100,,"55,00 m²",,,,,,2° Andar,,
1745,SQSW 303 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-sqsw-303-bloco-h-352329,3.800,"88,00",43,2,,1,861,BRASÍLIA - SUDOESTE,,,,,,,,,,,
1746,SQNW 107 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-107-bloco-a-586720,5.800,"77,00",75,2,2,1,,BRASÍLIA - NOROESTE,,6 Andares,,,,,Nascente,,2° Andar,,
1747,CA 11,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-11-184564,2.800,"64,00",43,1,1,1,740,BRASÍLIA - LAGO NORTE,70,4 Andares,,,,,,,,,
1748,SCLRN 710 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-710-bloco-c-566656,900,"30,00",30,1,,,120,BRASÍLIA - ASA NORTE,,,"40,00 m²",,,,,,,,
1749,QC 5 Rua I,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-jardins-mangueiral-brasilia-df-qc-5-rua-i-595169,1.500,"50,00",30,2,,1,258,BRASÍLIA - JARDINS MANGUEIRAL,,1 Andar,,,,,,,,,
1750,CLNW 10/11,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-clnw-10-11-517921,2.000,"37,00",54,1,,1,635,BRASÍLIA - NOROESTE,,,,,,,,,,,
1751,CA 02,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-02-263398,2.850,"73,00",39,2,,1,455,BRASÍLIA - LAGO NORTE,78,,,,,,,,,,
1752,QRSW 1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qrsw-1-592553,1.260,"40,00",31,1,,,467,BRASÍLIA - SUDOESTE,,,"40,00 m²",,,,,,,,
1753,SQSW 304 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-304-bloco-c-601140,5.000,"104,00",48,3,1,1,612,BRASÍLIA - SUDOESTE,,,"104,00 m²",,,,,,,,
1754,SGAN 911,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-911-90467,1.400,"28,00",50,1,,1,349,BRASÍLIA - ASA NORTE,,,"28,00 m²",,,,,,,,
1755,SHS Quadra 6,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-shs-quadra-6-352204,3.500,"36,00",97,1,,,,BRASÍLIA - ASA SUL,,,,,,,,,,,
1756,SQN 316 Bloco H apartamento 2 quartos 1 vg,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-316-bloco-h-264312,2.600,"55,00",47,2,,1,587,BRASÍLIA - ASA NORTE,1.194,6 Andares,"55,55 m²",,,,Nascente,Frente,2° Andar,4,
1757,SQS 112 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-112-bloco-f-541076,5.000,"100,00",50,3,1,,850,BRASÍLIA - ASA SUL,1.930,,"100,00 m²",,,,,,,,
1758,SQNW 310 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-310-bloco-h-584471,6.200,"118,00",52,3,1,2,1.200,BRASÍLIA - NOROESTE,1,6 Andares,"118,00 m²",,,,Perpendicular,Frente,6° Andar,2,
1759,CA 02,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-64837,1.500,"68,00",22,1,,1,428,BRASÍLIA - LAGO NORTE,827,,,,,,,,,,
1760,SQNW 307 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-noroeste-brasilia-df-sqnw-307-bloco-c-530813,2.300,"30,00",76,1,,1,438,BRASÍLIA - NOROESTE,1.373,,,,,,,,,,
1761,CA 05,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-393129,1.100,"36,00",30,1,,,220,BRASÍLIA - LAGO NORTE,122,,,,,,,,,,
1762,SGCV,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-park-sul-brasilia-df-sgcv-440083,1.100,"28,00",39,1,,1,340,BRASÍLIA - PARK SUL,118,,"28,00 m²",,,,,,,,
1763,SHTN Trecho 1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-trecho-1-467024,4.200,"38,00",110,1,1,1,1.110,BRASÍLIA - ASA NORTE,,,,,,,,,,,
1764,QMSW 5 Lote 9,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-9-147339,1.100,"27,00",40,1,,1,311,BRASÍLIA - SUDOESTE,,,,,,,,,,,
1765,SQNW 108 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-108-bloco-f-589401,5.300,"82,00",64,2,1,2,870,BRASÍLIA - NOROESTE,2.290,6 Andares,"82,00 m²",,,,Perpendicular,,5° Andar,,
1766,SGCV,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-park-sul-brasilia-df-sgcv-120851,1.200,"24,00",50,1,,1,351,BRASÍLIA - PARK SUL,90,,,,,,,,,,
1767,SGCV Lote 13   - Vista Park Sul Hplus Long Stay,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-park-sul-brasilia-df-sgcv-lote-13-527620,1.800,"25,46",70,1,1,1,554,BRASÍLIA - PARK SUL,1,11 Andares,"25,46 m²",Vista Park Sul Hplus Long Stay,,,Perpendicular,Frente,8° Andar,4,
