,name,link,price,area,Quartos,Suítes,Garagens,Condomínio R$,Cidade,setor
1481,STN,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-stn-352265,850,26,1.0,,,256.0,BRASÍLIA - ASA NORTE,STN
1482,SHTN Trecho 2,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-trecho-2-236685,2100,28,1.0,,,522.0,BRASÍLIA - ASA NORTE,SHTN
1483,CLSW 300B Bloco 4,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-clsw-300b-bloco-4-529495,2200,40,1.0,,1.0,522.0,BRASÍLIA - SUDOESTE,CLSW
1484,SCLRN 716 Bloco A,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-716-bloco-a-529659,900,11,1.0,,,,BRASÍLIA - ASA NORTE,SCLRN
1485,SHS Quadra 2,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-shs-quadra-2-246112,2000,45,1.0,,,975.0,BRASÍLIA - ASA SUL,SHS
1487,SQS 103,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-103-341862,3050,35,2.0,,1.0,,BRASÍLIA - ASA SUL,SQS
1488,SHN Quadra 4,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shn-quadra-4-454315,4500,60,1.0,1.0,1.0,1.39,BRASÍLIA - ASA NORTE,SHN
1489,SQS 116 BLOCO G 6º ANDAR  -  VIA FRATTINA,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-116-bloco-g-119209,4200,152,2.0,1.0,1.0,782.0,BRASÍLIA - ASA SUL,SQS
1490,CLNW 10/11 Lote K,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-clnw-10-11-lote-k-587042,1550,37,1.0,,1.0,598.0,BRASÍLIA - NOROESTE,CLNW
1491,SHTN Trecho 1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-trecho-1-504236,3150,53,1.0,,1.0,1.253,BRASÍLIA - ASA NORTE,SHTN
1492,SCRN 704/705 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-704-705-bloco-b-179007,1900,32,1.0,,,530.0,BRASÍLIA - ASA NORTE,SCRN
1493,SQSW 305 Bloco I SQSW 305 · 3 QUARTOS · REFORMADO,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-305-bloco-i-291507,4000,100,3.0,1.0,1.0,840.0,BRASÍLIA - SUDOESTE,SQSW
1494,CA 10,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-10-600792,2500,60,2.0,,1.0,603.0,BRASÍLIA - LAGO NORTE,CA
1495,QMSW 5,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-109819,1200,29,1.0,,1.0,328.0,BRASÍLIA - SUDOESTE,QMSW
1496,CA 02,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-189858,1300,33,1.0,,1.0,430.0,BRASÍLIA - LAGO NORTE,CA
1497,SGAN 914,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sgan-914-600687,1000,27,1.0,,1.0,282.0,BRASÍLIA - ASA NORTE,SGAN
1498,SCRN 704/705 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-scrn-704-705-bloco-g-285869,1300,60,2.0,,,425.0,BRASÍLIA - ASA NORTE,SCRN
1499,QRSW 8 Bloco A 9,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-8-bloco-a-9-522380,2300,62,2.0,,,641.0,BRASÍLIA - SUDOESTE,QRSW
1500,SQS 410 Bloco N,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-410-bloco-n-590084,2990,60,2.0,,,360.0,BRASÍLIA - ASA SUL,SQS
1501,CA 02,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-445616,1850,34,1.0,1.0,1.0,310.0,BRASÍLIA - LAGO NORTE,CA
1502,CLN 313 Bloco D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-313-bloco-d-566627,1000,40,1.0,,,368.0,BRASÍLIA - ASA NORTE,CLN
1503,SCLRN 705,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-705-215207,650,21,1.0,,,30.0,BRASÍLIA - ASA NORTE,SCLRN
1504,SQS 313,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-313-529095,12000,209,4.0,1.0,2.0,1700.0,BRASÍLIA - ASA SUL,SQS
1505,"SEPS 713/913 Ed. Golden Place, mobiliado",https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-seps-713-913-601440,1500,27,1.0,,1.0,273.0,BRASÍLIA - ASA SUL,SEPS
1506,SQN 206,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-206-483252,4500,127,3.0,1.0,1.0,1100.0,BRASÍLIA - ASA NORTE,SQN
1507,SGCV,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-park-sul-brasilia-df-sgcv-54486,2000,35,1.0,,1.0,447.0,BRASÍLIA - PARK SUL,SGCV
1508,CLN 115 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-115-bloco-b-345991,600,20,1.0,,,240.0,BRASÍLIA - ASA NORTE,CLN
1509,CA 02,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-530404,900,30,1.0,1.0,1.0,380.0,BRASÍLIA - LAGO NORTE,CA
1510,SQS 403,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-403-205829,2500,54,2.0,,,605.0,BRASÍLIA - ASA SUL,SQS
1511,SHCGN 706 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-shcgn-706-bloco-g-48751,1900,51,2.0,,,644.0,BRASÍLIA - ASA NORTE,SHCGN
1512,SGAN 912 Módulo C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-modulo-c-108425,1000,27,1.0,,1.0,273.0,BRASÍLIA - ASA NORTE,SGAN
1513,SQS 415 Bloco Q,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-415-bloco-q-574515,2100,62,2.0,,,514.0,BRASÍLIA - ASA SUL,SQS
1514,CLSW 105 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-clsw-105-bloco-c-453493,1100,30,1.0,,,312.0,BRASÍLIA - SUDOESTE,CLSW
1515,SQS 212,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-212-520095,8500,110,2.0,1.0,1.0,,BRASÍLIA - ASA SUL,SQS
1516,SQS 109 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-109-bloco-e-600698,6500,159,4.0,1.0,1.0,1180.0,BRASÍLIA - ASA SUL,SQS
1517,SCRN 702/703 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-scrn-702-703-bloco-c-565326,4200,110,3.0,2.0,1.0,500.0,BRASÍLIA - ASA NORTE,SCRN
1518,SQSW 103 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-103-bloco-i-262076,5500,160,4.0,2.0,1.0,,BRASÍLIA - SUDOESTE,SQSW
1519,CCSW 1 Lote 1 Bloco 3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-ccsw-1-lote-1-bloco-3-313655,8500,210,3.0,1.0,3.0,2037.9999999999998,BRASÍLIA - SUDOESTE,CCSW
1520,SCLRN 710 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-710-bloco-b-318943,900,37,1.0,,,,BRASÍLIA - ASA NORTE,SCLRN
1521,CCSW 4 Lote 5 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-ccsw-4-lote-5-bloco-a-572265,3000,72,2.0,1.0,1.0,660.0,BRASÍLIA - SUDOESTE,CCSW
1522,QMSW 5 Lote 4 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-4-bloco-c-442608,1400,30,1.0,,,279.0,BRASÍLIA - SUDOESTE,QMSW
1523,SQS 404 Bloco R,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sqs-404-bloco-r-137354,1500,45,1.0,,,400.0,BRASÍLIA - ASA SUL,SQS
1524,SQNW 103 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-noroeste-brasilia-df-sqnw-103-bloco-c-568420,15000,260,4.0,4.0,4.0,2200.0,BRASÍLIA - NOROESTE,SQNW
1525,SGCV,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-park-sul-brasilia-df-sgcv-570223,2500,27,1.0,1.0,1.0,,BRASÍLIA - PARK SUL,SGCV
1526,SQS 205,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-205-572276,2250,71,2.0,,,950.0,BRASÍLIA - ASA SUL,SQS
1527,CCSW 3 Lote 1 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-ccsw-3-lote-1-bloco-a-599260,2950,63,2.0,1.0,1.0,700.0,BRASÍLIA - SUDOESTE,CCSW
1528,SQNW 109 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-109-bloco-a-77055,6100,106,3.0,1.0,2.0,1.054,BRASÍLIA - NOROESTE,SQNW
1529,SQN 313,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-313-499220,3000,66,2.0,,1.0,562.0,BRASÍLIA - ASA NORTE,SQN
1530,SHTN,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-502540,3200,47,1.0,1.0,,1.33,BRASÍLIA - ASA NORTE,SHTN
1531,CLN 205 BLOCO B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-205-bloco-b-85792,900,36,1.0,,,238.0,BRASÍLIA - ASA NORTE,CLN
1532,SQSW 302 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-302-bloco-a-567080,5900,150,4.0,2.0,1.0,1660.0,BRASÍLIA - SUDOESTE,SQSW
1533,SQS 314 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-314-bloco-e-482577,10900,234,4.0,2.0,2.0,1700.0,BRASÍLIA - ASA SUL,SQS
1534,SQS 310 Bloco K,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sqs-310-bloco-k-402198,3600,120,1.0,,1.0,837.0,BRASÍLIA - ASA SUL,SQS
1535,SCLRN 716,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-716-596374,550,22,1.0,,,255.0,BRASÍLIA - ASA NORTE,SCLRN
1536,SQN 212 Bloco K - Res. Governador José Feliciano,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-212-bloco-k-596858,3200,75,2.0,,1.0,,BRASÍLIA - ASA NORTE,SQN
1537,SQN 214 Bloco K,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-214-bloco-k-598055,3700,79,2.0,1.0,1.0,689.0,BRASÍLIA - ASA NORTE,SQN
1538,SQSW 102 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-sqsw-102-bloco-c-582055,3000,75,2.0,,1.0,945.0,BRASÍLIA - SUDOESTE,SQSW
1539,SQS 107 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-107-bloco-b-603501,4300,160,3.0,1.0,,1160.0,BRASÍLIA - ASA SUL,SQS
1540,SGCV   - Park Stúdios,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-park-sul-brasilia-df-sgcv-254146,1400,26,1.0,1.0,1.0,362.0,BRASÍLIA - PARK SUL,SGCV
1541,SQS 402 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-402-bloco-c-591347,3200,97,3.0,,,520.0,BRASÍLIA - ASA SUL,SQS
1542,CA 08,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-08-58274,1350,30,1.0,,1.0,,BRASÍLIA - LAGO NORTE,CA
1543,CA 10 BELLAGIO - TODO REFORMADO - 2 SUÍTES,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-10-82739,2400,64,2.0,2.0,1.0,680.0,BRASÍLIA - LAGO NORTE,CA
1544,SQS 416 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-416-bloco-j-600564,3100,60,2.0,,,420.0,BRASÍLIA - ASA SUL,SQS
1545,SQN 116 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-116-bloco-f-560083,3600,70,2.0,,,625.0,BRASÍLIA - ASA NORTE,SQN
1546,EQRSW 7/8,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-eqrsw-7-8-152745,990,33,1.0,1.0,1.0,488.0,BRASÍLIA - SUDOESTE,EQRSW
1547,SCLRN 706 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-706-bloco-d-602814,1150,33,1.0,,,100.0,BRASÍLIA - ASA NORTE,SCLRN
1548,SQSW 300 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-300-bloco-e-590671,12000,200,4.0,4.0,2.0,2000.0,BRASÍLIA - SUDOESTE,SQSW
1549,SQS 307 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-307-bloco-h-597925,6000,177,4.0,1.0,1.0,1375.0,BRASÍLIA - ASA SUL,SQS
1550,CA 02 LAGO NORTE,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-245597,1650,30,1.0,1.0,1.0,296.0,BRASÍLIA - LAGO NORTE,CA
1551,SQNW 311,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-311-113661,4200,87,1.0,1.0,2.0,1.018,BRASÍLIA - NOROESTE,SQNW
1552,QMSW 4,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-4-581862,1400,30,1.0,,1.0,431.0,BRASÍLIA - SUDOESTE,QMSW
1553,SGCV   - Venice Park,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-park-sul-brasilia-df-sgcv-245957,1700,27,1.0,,1.0,350.0,BRASÍLIA - PARK SUL,SGCV
1554,CCSW 2,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-2-598352,3150,46,1.0,1.0,1.0,568.0,BRASÍLIA - SUDOESTE,CCSW
1555,SQSW 305 Bloco E Excelente apartamento no Sudoeste  - Flores do IPe,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-sqsw-305-bloco-e-196451,3300,82,2.0,1.0,1.0,600.0,BRASÍLIA - SUDOESTE,SQSW
1556,SCLRN 706 BLOCO F 1º Andar - Reformado,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-706-bloco-f-118253,800,35,1.0,,,180.0,BRASÍLIA - ASA NORTE,SCLRN
1557,SQS 109 Bloco C 4º Andar - Reformado,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-109-bloco-c-315275,6300,160,4.0,1.0,1.0,980.0,BRASÍLIA - ASA SUL,SQS
1558,CLNW 10/11 Lote F,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-clnw-10-11-lote-f-498315,2037,45,1.0,1.0,1.0,556.0,BRASÍLIA - NOROESTE,CLNW
1559,QRSW 6 Bloco B 3,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-6-bloco-b-3-271401,2300,62,2.0,,,454.0,BRASÍLIA - SUDOESTE,QRSW
1560,QRSW 8 Bloco A 10,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-8-bloco-a-10-493219,2200,62,2.0,,,570.0,BRASÍLIA - SUDOESTE,QRSW
1561,SEPS 713/913,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-seps-713-913-104537,1300,28,1.0,,1.0,285.0,BRASÍLIA - ASA SUL,SEPS
1562,SQS 307 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-307-bloco-i-283634,3900,104,3.0,1.0,1.0,950.0,BRASÍLIA - ASA SUL,SQS
1563,QRSW 5 COMERCIO LOCAL 1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qrsw-5-comercio-local-1-573049,900,30,1.0,,,350.0,BRASÍLIA - SUDOESTE,QRSW
1564,SQN 107 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-107-bloco-d-593124,5143,120,2.0,1.0,1.0,1.005,BRASÍLIA - ASA NORTE,SQN
1565,CRS 515 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-crs-515-bloco-b-497130,1400,36,1.0,,,185.0,BRASÍLIA - ASA SUL,CRS
1566,SQN 111 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-norte-brasilia-df-sqn-111-bloco-g-521831,6700,144,4.0,2.0,2.0,1210.0,BRASÍLIA - ASA NORTE,SQN
1567,SQSW 104 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-104-bloco-a-538296,3500,89,3.0,1.0,1.0,1.097,BRASÍLIA - SUDOESTE,SQSW
1568,SGAN 914,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-914-268748,1200,35,1.0,,,339.0,BRASÍLIA - ASA NORTE,SGAN
1569,SQS 102,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-102-244293,5200,170,3.0,2.0,1.0,1600.0,BRASÍLIA - ASA SUL,SQS
1570,SHCGN 707 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-shcgn-707-bloco-i-514878,2200,47,2.0,,,500.0,BRASÍLIA - ASA NORTE,SHCGN
1571,CA 02,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-591444,1200,37,1.0,1.0,,360.0,BRASÍLIA - LAGO NORTE,CA
1572,EQN 410/411 Bloco A,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-eqn-410-411-bloco-a-600390,950,22,1.0,,1.0,300.0,BRASÍLIA - ASA NORTE,EQN
1574,SCLRN 704,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-704-549416,1200,33,1.0,1.0,,462.0,BRASÍLIA - ASA NORTE,SCLRN
1575,SQS 412 Bloco M,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-412-bloco-m-555884,1800,75,2.0,1.0,,330.0,BRASÍLIA - ASA SUL,SQS
1576,CCSW 1 Lote 4 Bloco A   - ED. PORTAL MASTER,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-lote-4-bloco-a-348006,3000,26,1.0,1.0,,410.0,BRASÍLIA - SUDOESTE,CCSW
1577,SGCV,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-park-sul-brasilia-df-sgcv-277839,1100,24,1.0,,1.0,218.0,BRASÍLIA - PARK SUL,SGCV
1578,CLNW 10/11 Lote E,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-clnw-10-11-lote-e-95964,1700,43,1.0,1.0,1.0,350.0,BRASÍLIA - NOROESTE,CLNW
1579,SCRN 716,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-716-573597,2400,40,1.0,,,398.0,BRASÍLIA - ASA NORTE,SCRN
1580,SHCGN 703 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-shcgn-703-bloco-g-495060,2100,54,2.0,,,646.0,BRASÍLIA - ASA NORTE,SHCGN
1581,SQS 206 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-206-bloco-i-521348,4300,100,3.0,1.0,,1.056,BRASÍLIA - ASA SUL,SQS
1582,SQSW 301 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-301-bloco-a-586525,4200,110,3.0,1.0,1.0,804.0,BRASÍLIA - SUDOESTE,SQSW
1583,CLSW 301 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-clsw-301-bloco-c-547352,1300,30,1.0,,,401.0,BRASÍLIA - SUDOESTE,CLSW
1584,CRS 502 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-crs-502-bloco-b-133516,1200,31,1.0,,,310.0,BRASÍLIA - ASA SUL,CRS
1585,QMSW 6 Lote 4,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-6-lote-4-496602,1450,24,1.0,1.0,1.0,320.0,BRASÍLIA - SUDOESTE,QMSW
1586,CA 09,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-09-600431,2000,84,1.0,1.0,1.0,994.0,BRASÍLIA - LAGO NORTE,CA
1587,CA 09,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-09-587073,1500,75,1.0,1.0,1.0,994.0,BRASÍLIA - LAGO NORTE,CA
1588,Condomínio Ilhas do Lago   - Ilhas do Lago,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-condominio-ilhas-do-lago-458468,11500,136,3.0,2.0,3.0,2600.0,BRASÍLIA - ASA NORTE,Condomínio
1589,QRSW 8 Bloco B 6,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-8-bloco-b-6-560843,2500,87,2.0,,,500.0,BRASÍLIA - SUDOESTE,QRSW
1590,SGCV Lote 13 Vista Park Sul   - Vista Park Sul Hplus Long Stay,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-park-sul-brasilia-df-sgcv-lote-13-574559,3500,52,2.0,2.0,1.0,850.0,BRASÍLIA - PARK SUL,SGCV
1591,SQS 413,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-413-587940,3600,62,3.0,1.0,,330.0,BRASÍLIA - ASA SUL,SQS
1592,SQS 315 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-315-bloco-e-576139,5500,104,3.0,,1.0,1.15,BRASÍLIA - ASA SUL,SQS
1594,SCLRN 714,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-714-574075,1400,35,1.0,,,250.0,BRASÍLIA - ASA NORTE,SCLRN
1595,SGCV Lote 11,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-park-sul-brasilia-df-sgcv-lote-11-108930,1900,26,1.0,1.0,1.0,303.0,BRASÍLIA - PARK SUL,SGCV
1596,SQS 211 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-211-bloco-d-338174,10000,170,4.0,2.0,1.0,1400.0,BRASÍLIA - ASA SUL,SQS
1597,SHTN Trecho 2 Lote 3,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-shtn-trecho-2-lote-3-597572,5000,60,2.0,1.0,,,BRASÍLIA - ASA NORTE,SHTN
1598,SCLRN 709 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sclrn-709-bloco-d-283756,2200,84,2.0,,,,BRASÍLIA - ASA NORTE,SCLRN
1599,SGCV,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-park-sul-brasilia-df-sgcv-20864,7700,120,2.0,2.0,2.0,1.701,BRASÍLIA - PARK SUL,SGCV
1600,SCLRN 710,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-710-258389,650,30,1.0,,,240.0,BRASÍLIA - ASA NORTE,SCLRN
1601,QMSW 5 Lote 4 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-4-bloco-b-590089,1190,24,1.0,,,218.0,BRASÍLIA - SUDOESTE,QMSW
1602,SQNW 311 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-311-bloco-d-131663,2100,34,1.0,,1.0,460.0,BRASÍLIA - NOROESTE,SQNW
1603,CLN 311 Bloco D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-311-bloco-d-12746,1300,29,1.0,,,293.0,BRASÍLIA - ASA NORTE,CLN
