,name,link,price,area,Quartos,Suítes,Garagens,Condomínio R$,Cidade,setor
408,SQNW 109 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-noroeste-brasilia-df-sqnw-109-bloco-d-510648,6700,115,4.0,,,1.5,BRASÍLIA - NOROESTE,SQNW
409,QMSW 4,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-4-479270,1000,30,1.0,,1.0,430.0,BRASÍLIA - SUDOESTE,QMSW
410,SCES Trecho 4,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sces-trecho-4-228694,4200,40,1.0,1.0,,,BRASÍLIA - ASA SUL,SCES
411,EQN 309/310,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-eqn-309-310-601425,860,29,2.0,,,,BRASÍLIA - ASA NORTE,EQN
412,AOS 07 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-octogonal-brasilia-df-aos-07-bloco-f-595016,3000,62,2.0,,1.0,777.0,BRASÍLIA - OCTOGONAL,AOS
413,SEPS 713/913,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-seps-713-913-332322,1240,28,1.0,,1.0,270.0,BRASÍLIA - ASA SUL,SEPS
414,SQN 104 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-104-bloco-a-220331,4500,120,3.0,1.0,1.0,815.0,BRASÍLIA - ASA NORTE,SQN
415,SHTN Trecho 1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-trecho-1-539872,2200,37,1.0,,,1.098,BRASÍLIA - ASA NORTE,SHTN
416,SQS 303,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-303-400875,6500,130,3.0,1.0,1.0,,BRASÍLIA - ASA SUL,SQS
417,SCLRN 707 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-0-quartos-aluguel-asa-norte-brasilia-df-sclrn-707-bloco-c-290156,950,33,,,,100.0,BRASÍLIA - ASA NORTE,SCLRN
418,CCSW 4 TOP MASTER,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-4-219761,950,30,1.0,1.0,1.0,450.0,BRASÍLIA - SUDOESTE,CCSW
419,"SQS 303 Bloco C REFORMADO, VAZADO, NASCENTE",https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-303-bloco-c-563017,5800,110,3.0,1.0,1.0,1.015,BRASÍLIA - ASA SUL,SQS
420,SQS 405 Bloco O,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-405-bloco-o-13178,3300,78,3.0,,,740.0,BRASÍLIA - ASA SUL,SQS
421,CA 10,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-10-578870,2600,62,2.0,1.0,1.0,890.0,BRASÍLIA - LAGO NORTE,CA
422,SQNW 110 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-110-bloco-d-601478,6000,109,2.0,1.0,1.0,1.2,BRASÍLIA - NOROESTE,SQNW
423,SGAN 914 Módulo H KIT TERREA - ED. MONTE CARLO,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-914-modulo-h-449328,1200,30,1.0,,,277.0,BRASÍLIA - ASA NORTE,SGAN
424,SQN 309 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-309-bloco-b-89187,3100,80,2.0,1.0,1.0,650.0,BRASÍLIA - ASA NORTE,SQN
425,SQN 313 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-313-bloco-f-561061,3000,75,2.0,,1.0,600.0,BRASÍLIA - ASA NORTE,SQN
426,SQSW 102 Bloco G excelente / reformado / ao lado do COC,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-102-bloco-g-591454,4350,87,3.0,1.0,1.0,,BRASÍLIA - SUDOESTE,SQSW
427,SQN 206,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-206-559846,4200,120,3.0,1.0,1.0,1.35,BRASÍLIA - ASA NORTE,SQN
428,SQS 315,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-315-600485,6200,131,3.0,1.0,1.0,1502.0,BRASÍLIA - ASA SUL,SQS
429,SQN 215 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-215-bloco-c-576061,4000,120,3.0,1.0,,892.0,BRASÍLIA - ASA NORTE,SQN
430,SGAN 914 Módulo H,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sgan-914-modulo-h-223430,1200,30,1.0,,,269.0,BRASÍLIA - ASA NORTE,SGAN
431,CLSW 103 Bloco A,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-clsw-103-bloco-a-228698,1000,30,1.0,,,321.0,BRASÍLIA - SUDOESTE,CLSW
432,SQS 316 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-316-bloco-g-522404,5500,158,3.0,2.0,1.0,,BRASÍLIA - ASA SUL,SQS
433,SQS 313 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-313-bloco-h-355351,7000,210,4.0,1.0,2.0,1700.0,BRASÍLIA - ASA SUL,SQS
434,EQS 414/415,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-eqs-414-415-602616,2300,70,1.0,,,85.0,BRASÍLIA - ASA SUL,EQS
435,SEPS 712/912,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-seps-712-912-236301,1300,25,1.0,,1.0,306.0,BRASÍLIA - ASA SUL,SEPS
436,SQN 410,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-410-572460,3600,82,3.0,1.0,,550.0,BRASÍLIA - ASA NORTE,SQN
437,SCRN 710/711 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-scrn-710-711-bloco-h-575681,2990,68,2.0,1.0,,460.0,BRASÍLIA - ASA NORTE,SCRN
438,SMAS Trecho 1 C Vista Livre  - Living Park Sul,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-park-sul-brasilia-df-smas-trecho-1-c-400175,8200,145,4.0,2.0,3.0,1599.0,BRASÍLIA - PARK SUL,SMAS
439,CA 02,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-414013,1650,30,1.0,1.0,1.0,320.0,BRASÍLIA - LAGO NORTE,CA
440,CA 10,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-10-584212,2350,63,2.0,,1.0,572.0,BRASÍLIA - LAGO NORTE,CA
441,SQS 104 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-104-bloco-f-598353,3000,78,2.0,,,900.0,BRASÍLIA - ASA SUL,SQS
442,QMSW 5 Lote 9,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-9-354694,1200,25,1.0,1.0,1.0,334.0,BRASÍLIA - SUDOESTE,QMSW
443,SQS 411 Bloco O,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-411-bloco-o-601467,1400,62,2.0,,,,BRASÍLIA - ASA SUL,SQS
444,CA 05,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-307046,1900,35,1.0,,1.0,414.0,BRASÍLIA - LAGO NORTE,CA
445,SGCV Lote 13   - Vista Park Sul Hplus Long Stay,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-park-sul-brasilia-df-sgcv-lote-13-586796,1600,30,1.0,,1.0,554.0,BRASÍLIA - PARK SUL,SGCV
446,SQS 315,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-315-575334,5490,140,3.0,1.0,1.0,1008.0,BRASÍLIA - ASA SUL,SQS
447,SQN 208 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-208-bloco-d-286033,3600,84,2.0,1.0,1.0,887.0,BRASÍLIA - ASA NORTE,SQN
448,CA 05,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-05-603500,1850,55,2.0,1.0,,562.0,BRASÍLIA - LAGO NORTE,CA
449,SQS 316 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-316-bloco-j-603565,6500,158,3.0,1.0,1.0,1320.0,BRASÍLIA - ASA SUL,SQS
450,SEPS 713/913,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-seps-713-913-505395,1290,33,1.0,,,410.0,BRASÍLIA - ASA SUL,SEPS
451,CLSW 300B Bloco 2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-clsw-300b-bloco-2-593297,2500,60,2.0,,1.0,762.0,BRASÍLIA - SUDOESTE,CLSW
452,SQN 111 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-111-bloco-d-563596,4350,98,3.0,1.0,1.0,,BRASÍLIA - ASA NORTE,SQN
453,SGAN 911 Módulo G  Excelente Kitnet semi mobiliada na Asa Norte,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sgan-911-modulo-g--480964,1300,25,1.0,,1.0,355.0,BRASÍLIA - ASA NORTE,SGAN
454,SQSW 303 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-sqsw-303-bloco-h-127104,3100,89,2.0,1.0,1.0,868.0,BRASÍLIA - SUDOESTE,SQSW
455,SQN 215 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-215-bloco-h-191985,3700,128,3.0,1.0,1.0,950.0,BRASÍLIA - ASA NORTE,SQN
456,SQS 103,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-103-341862,3050,35,2.0,,1.0,,BRASÍLIA - ASA SUL,SQS
457,CLN 308 Bloco C ÓTIMA LOCALIZAÇÃO!,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-308-bloco-c-602759,1100,30,1.0,1.0,,257.0,BRASÍLIA - ASA NORTE,CLN
458,SHTN Trecho 2 Lote 3,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-trecho-2-lote-3-597584,2700,31,1.0,,,,BRASÍLIA - ASA NORTE,SHTN
459,CLN 403 Bloco A Plano Imóveis Aluga Excelente Kitnet,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-403-bloco-a-245184,1200,39,1.0,,,369.0,BRASÍLIA - ASA NORTE,CLN
460,CA 02,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-429375,1500,33,1.0,,,400.0,BRASÍLIA - LAGO NORTE,CA
461,SGAS 910,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sgas-910-500458,920,30,1.0,,,290.0,BRASÍLIA - ASA SUL,SGAS
462,CLN 216 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-216-bloco-d-118474,800,30,1.0,,,312.0,BRASÍLIA - ASA NORTE,CLN
463,SQN 411 Bloco H OPORTUNIDADE! Apartamento de 1 quarto em prédio residencial!,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sqn-411-bloco-h-473299,1400,30,1.0,,,,BRASÍLIA - ASA NORTE,SQN
464,SQSW 100 Bloco C   - VIVENDAS SUDOESTE,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-100-bloco-c-157482,3900,90,3.0,1.0,1.0,980.0,BRASÍLIA - SUDOESTE,SQSW
465,SQN 108,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-108-305961,4500,122,2.0,1.0,2.0,1118.0,BRASÍLIA - ASA NORTE,SQN
466,SQS 404 Bloco M,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-404-bloco-m-603724,3100,67,3.0,,1.0,915.0,BRASÍLIA - ASA SUL,SQS
467,CA 09,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-09-578365,980,26,1.0,,,368.0,BRASÍLIA - LAGO NORTE,CA
468,SQSW 301,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-301-562415,10800,289,5.0,3.0,3.0,3870.0,BRASÍLIA - SUDOESTE,SQSW
469,SQNW 107 Bloco C NASCENTE,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-107-bloco-c-594622,4100,86,2.0,1.0,2.0,850.0,BRASÍLIA - NOROESTE,SQNW
470,SCRN 716 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-scrn-716-bloco-c-176031,790,28,1.0,,,280.0,BRASÍLIA - ASA NORTE,SCRN
471,SGAN 912,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-55772,1100,25,1.0,,1.0,354.0,BRASÍLIA - ASA NORTE,SGAN
472,SQN 203 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-203-bloco-c-593114,2900,89,2.0,,1.0,950.0,BRASÍLIA - ASA NORTE,SQN
473,CCSW 5 proximo ao pão de açucar,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-5-514908,900,33,1.0,1.0,,250.0,BRASÍLIA - SUDOESTE,CCSW
474,SQS 203,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sqs-203-292214,11800,146,1.0,1.0,1.0,1428.0,BRASÍLIA - ASA SUL,SQS
475,SQNW 311 Bloco D   - Atrium DOR,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-311-bloco-d-561209,2200,34,1.0,,1.0,400.0,BRASÍLIA - NOROESTE,SQNW
476,SQS 304 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-304-bloco-j-566119,3800,130,3.0,1.0,,1182.0,BRASÍLIA - ASA SUL,SQS
477,CRS 516 Bloco C ASA SUL,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-crs-516-bloco-c-508164,1600,52,1.0,,,266.0,BRASÍLIA - ASA SUL,CRS
478,CLN 115 Bloco D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-115-bloco-d-351623,800,44,1.0,,,391.0,BRASÍLIA - ASA NORTE,CLN
479,SQSW 304 Bloco B Apartamento alto padrão no Sudoeste,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-304-bloco-b-507360,5900,179,4.0,2.0,2.0,2300.0,BRASÍLIA - SUDOESTE,SQSW
480,SCES Trecho 4   - Lake View Resort,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sces-trecho-4-246759,4500,41,1.0,1.0,1.0,1.0,BRASÍLIA - ASA SUL,SCES
481,SQN 111 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-111-bloco-h-494451,3900,119,3.0,1.0,1.0,781.0,BRASÍLIA - ASA NORTE,SQN
482,SEPS 713/913,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-seps-713-913-107466,1300,35,1.0,,1.0,410.0,BRASÍLIA - ASA SUL,SEPS
483,SGAN 911 Módulo G,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-911-modulo-g-99738,1000,26,1.0,1.0,1.0,454.0,BRASÍLIA - ASA NORTE,SGAN
484,SHS Quadra 02 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-shs-quadra-02-bloco-j-525357,2200,48,1.0,1.0,,942.0,BRASÍLIA - ASA SUL,SHS
485,CA 05,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-383645,950,30,1.0,,,275.0,BRASÍLIA - LAGO NORTE,CA
486,CLN 308 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-308-bloco-e-438062,500,22,1.0,,,340.0,BRASÍLIA - ASA NORTE,CLN
487,SQNW 109 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-109-bloco-a-152164,5300,110,3.0,1.0,2.0,959.0,BRASÍLIA - NOROESTE,SQNW
488,SQS 311 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-311-bloco-c-178724,14000,207,4.0,2.0,2.0,,BRASÍLIA - ASA SUL,SQS
489,SQNW 307,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-307-555356,1900,30,1.0,,1.0,405.0,BRASÍLIA - NOROESTE,SQNW
490,QMSW 5,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-525002,1200,30,1.0,1.0,1.0,328.0,BRASÍLIA - SUDOESTE,QMSW
491,SQSW 104,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-104-584261,4400,114,3.0,1.0,,1.09,BRASÍLIA - SUDOESTE,SQSW
492,SCRN 702/703 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-scrn-702-703-bloco-c-568153,4200,110,3.0,2.0,1.0,500.0,BRASÍLIA - ASA NORTE,SCRN
493,CA 05,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-570064,1199,45,1.0,,,398.0,BRASÍLIA - LAGO NORTE,CA
494,SQN 313 Bloco L,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-313-bloco-l-552828,4700,110,3.0,1.0,,887.0,BRASÍLIA - ASA NORTE,SQN
495,SGAN 915 Módulo F,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-915-modulo-f-594342,1000,28,1.0,,1.0,,BRASÍLIA - ASA NORTE,SGAN
496,STN Bloco K,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-stn-bloco-k-326758,1400,25,1.0,,1.0,,BRASÍLIA - ASA NORTE,STN
497,SQNW 109 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-109-bloco-h-573499,4500,110,3.0,1.0,2.0,1.58,BRASÍLIA - NOROESTE,SQNW
498,SQSW 301 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-301-bloco-j-599119,3800,110,3.0,1.0,1.0,783.0,BRASÍLIA - SUDOESTE,SQSW
499,CCSW 1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-ccsw-1-118488,3400,71,2.0,1.0,1.0,646.0,BRASÍLIA - SUDOESTE,CCSW
500,SQN 407 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-407-bloco-i-562669,2200,51,2.0,,,619.0,BRASÍLIA - ASA NORTE,SQN
501,SQN 107,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-107-597921,6000,140,3.0,1.0,1.0,950.0,BRASÍLIA - ASA NORTE,SQN
502,SCLRN 714 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-714-bloco-g-158568,1000,42,1.0,,,90.0,BRASÍLIA - ASA NORTE,SCLRN
503,SQN 309 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-309-bloco-a-603822,3100,73,2.0,,,670.0,BRASÍLIA - ASA NORTE,SQN
504,SGAN 915,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sgan-915-576152,1500,28,1.0,,1.0,299.0,BRASÍLIA - ASA NORTE,SGAN
505,SCES Trecho 4,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sces-trecho-4-55896,4500,48,1.0,,1.0,480.0,BRASÍLIA - ASA SUL,SCES
506,CLN 308 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-308-bloco-b-350446,700,28,1.0,,,142.0,BRASÍLIA - ASA NORTE,CLN
507,CA 08 Condomínio Dommus Nobile,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-08-571423,1200,34,1.0,1.0,1.0,343.0,BRASÍLIA - LAGO NORTE,CA
508,SQS 204 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-204-bloco-i-286701,3500,90,3.0,,1.0,1.045,BRASÍLIA - ASA SUL,SQS
509,SHN Quadra 1 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-shn-quadra-1-bloco-d-595597,5300,72,2.0,,1.0,,BRASÍLIA - ASA NORTE,SHN
510,SCRN 716 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-scrn-716-bloco-c-44660,680,38,1.0,,,280.0,BRASÍLIA - ASA NORTE,SCRN
511,SHTN,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-554478,4500,51,1.0,1.0,,1.0,BRASÍLIA - ASA NORTE,SHTN
512,CCSW 4,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-4-335282,1200,25,1.0,,1.0,335.0,BRASÍLIA - SUDOESTE,CCSW
513,SQS 402 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-402-bloco-b-591838,3000,92,3.0,,,550.0,BRASÍLIA - ASA SUL,SQS
514,AOS 01,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-octogonal-brasilia-df-aos-01-590018,1590,45,1.0,,,259.0,BRASÍLIA - OCTOGONAL,AOS
515,CRNW 510 Bloco A Lote 2,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-noroeste-brasilia-df-crnw-510-bloco-a-lote-2-578560,1900,33,1.0,,1.0,,BRASÍLIA - NOROESTE,CRNW
516,SQS 404 Bloco Q,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-404-bloco-q-595925,2800,77,3.0,,,759.0,BRASÍLIA - ASA SUL,SQS
517,QMSW 6 Lote 2 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-6-lote-2-bloco-b-581495,1200,40,1.0,,1.0,390.0,BRASÍLIA - SUDOESTE,QMSW
518,CA 05,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-251265,1790,42,1.0,1.0,1.0,575.0,BRASÍLIA - LAGO NORTE,CA
519,CLN 303 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-303-bloco-d-567162,1000,22,1.0,,,290.0,BRASÍLIA - ASA NORTE,CLN
520,SQS 205 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-205-bloco-h-343893,2200,60,2.0,,,863.0,BRASÍLIA - ASA SUL,SQS
521,SQSW 102 Bloco K,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-102-bloco-k-504268,5500,181,4.0,1.0,2.0,,BRASÍLIA - SUDOESTE,SQSW
522,CLN 409 Bloco B Excelente Kitnet na Asa Norte,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-409-bloco-b-188260,1200,35,1.0,,,161.0,BRASÍLIA - ASA NORTE,CLN
523,SQN 306 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-306-bloco-i-598575,5290,100,3.0,,,485.0,BRASÍLIA - ASA NORTE,SQN
524,CLSW 104 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-clsw-104-bloco-b-555142,1300,43,1.0,,,422.0,BRASÍLIA - SUDOESTE,CLSW
525,SHCGN 703 Bloco S,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shcgn-703-bloco-s-593894,2500,42,1.0,1.0,,631.0,BRASÍLIA - ASA NORTE,SHCGN
526,SQNW 103 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-103-bloco-b-590143,4700,76,2.0,1.0,2.0,747.0,BRASÍLIA - NOROESTE,SQNW
527,CA 01,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-01-603462,2500,80,2.0,,,250.0,BRASÍLIA - LAGO NORTE,CA
528,CLNW 10/11,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-clnw-10-11-578497,1650,37,1.0,,1.0,423.0,BRASÍLIA - NOROESTE,CLNW
